"nct_id","phase","overall_status","start_year","country_name","is_uk"
NCT00424866,PHASE1/PHASE2,NOT_YET_RECRUITING,2028,United States,false
NCT00610051,PHASE3,NOT_YET_RECRUITING,2026,Austria,false
NCT00837291,PHASE2,WITHDRAWN,2018,Israel,false
NCT01002495,PHASE1/PHASE2,WITHDRAWN,2015,United States,false
NCT01010373,PHASE2,SUSPENDED,2015,Israel,false
NCT01012752,PHASE3,UNKNOWN,2016,Germany,false
NCT01012882,PHASE3,UNKNOWN,2016,Germany,false
NCT01013116,PHASE3,UNKNOWN,2016,Spain,false
NCT01014325,PHASE3,UNKNOWN,2016,Spain,false
NCT01064466,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,2025,United States,false
NCT01217775,PHASE3,UNKNOWN,2016,United States,false
NCT01297400,PHASE2,RECRUITING,2022,Mexico,false
NCT01297400,PHASE2,RECRUITING,2022,United States,false
NCT01308528,PHASE3,COMPLETED,2015,Brazil,false
NCT01336660,PHASE2/PHASE3,COMPLETED,2018,Morocco,false
NCT01393223,PHASE2,COMPLETED,2015,United States,false
NCT01394679,PHASE3,NOT_YET_RECRUITING,2025,United States,false
NCT01451853,PHASE2,WITHDRAWN,2026,United States,false
NCT01481532,PHASE1,NOT_YET_RECRUITING,2026,France,false
NCT01520805,PHASE2,WITHDRAWN,2016,United States,false
NCT01531803,PHASE4,TERMINATED,2015,United States,false
NCT01543490,PHASE3,COMPLETED,2018,United States,false
NCT01613677,PHASE2,WITHDRAWN,2015,Brazil,false
NCT01620788,PHASE3,SUSPENDED,2019,Brazil,false
NCT01624532,PHASE2,COMPLETED,2021,South Korea,false
NCT01627795,PHASE1/PHASE2,SUSPENDED,2016,Israel,false
NCT01655407,PHASE2,UNKNOWN,2016,United States,false
NCT01657448,PHASE3,COMPLETED,2016,Brazil,false
NCT01663441,PHASE3,COMPLETED,2015,China,false
NCT01670552,PHASE3,COMPLETED,2016,Brazil,false
NCT01671956,PHASE2,TERMINATED,2015,Israel,false
NCT01676259,PHASE2,UNKNOWN,2018,Israel,false
NCT01676259,PHASE2,UNKNOWN,2018,United States,false
NCT01677689,PHASE2,NOT_YET_RECRUITING,2026,Taiwan,false
NCT01701193,PHASE1/PHASE2,COMPLETED,2015,Ukraine,false
NCT01702675,PHASE1,TERMINATED,2015,Brazil,false
NCT01741038,PHASE2/PHASE3,WITHDRAWN,2017,Thailand,false
NCT01755676,PHASE3,COMPLETED,2016,Brazil,false
NCT01762592,PHASE3,WITHDRAWN,2017,United States,false
NCT01771679,PHASE1/PHASE2,UNKNOWN,2015,United States,false
NCT01809002,PHASE3,COMPLETED,2015,United States,false
NCT01815723,PHASE3,WITHDRAWN,2016,Canada,false
NCT01817192,NA,ACTIVE_NOT_RECRUITING,2020,France,false
NCT01817192,NA,ACTIVE_NOT_RECRUITING,2020,Germany,false
NCT01817192,NA,ACTIVE_NOT_RECRUITING,2020,United States,false
NCT01840085,PHASE3,TERMINATED,2015,United States,false
NCT01850446,PHASE4,COMPLETED,2015,Russia,false
NCT01858181,PHASE1,UNKNOWN,2015,United States,false
NCT01884337,PHASE4,COMPLETED,2015,India,false
NCT01890200,PHASE3,WITHDRAWN,2015,China,false
NCT01890200,PHASE3,WITHDRAWN,2015,Taiwan,false
NCT01894308,PHASE2,NOT_YET_RECRUITING,2026,United Kingdom,true
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Australia,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Canada,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Croatia,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,France,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Hungary,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Israel,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Italy,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Netherlands,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Poland,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Romania,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Russia,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,South Korea,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Spain,false
NCT01896479,PHASE4,ACTIVE_NOT_RECRUITING,2015,Sweden,false
NCT01905124,PHASE2,WITHDRAWN,2019,Israel,false
NCT01906385,PHASE1/PHASE2,RECRUITING,2015,United States,false
NCT01910012,PHASE2,COMPLETED,2015,Taiwan,false
NCT01910012,PHASE2,COMPLETED,2015,United States,false
NCT01913353,PHASE3,COMPLETED,2015,South Korea,false
NCT01932125,PHASE4,COMPLETED,2018,India,false
NCT01938378,PHASE4,COMPLETED,2015,United States,false
NCT01942122,PHASE2/PHASE3,COMPLETED,2015,Indonesia,false
NCT01943006,PHASE3,COMPLETED,2015,Thailand,false
NCT01943630,PHASE2,UNKNOWN,2015,Israel,false
NCT01950468,PHASE3,WITHDRAWN,2017,United States,false
NCT01955980,PHASE1/PHASE2,COMPLETED,2015,Germany,false
NCT01964235,PHASE2,WITHDRAWN,2016,Australia,false
NCT01964235,PHASE2,WITHDRAWN,2016,France,false
NCT01964235,PHASE2,WITHDRAWN,2016,Germany,false
NCT01964235,PHASE2,WITHDRAWN,2016,Hong Kong,false
NCT01964235,PHASE2,WITHDRAWN,2016,Spain,false
NCT01964235,PHASE2,WITHDRAWN,2016,Switzerland,false
NCT01964235,PHASE2,WITHDRAWN,2016,United States,false
NCT01967251,PHASE2,WITHDRAWN,2015,Mexico,false
NCT01972477,PHASE2/PHASE3,WITHDRAWN,2016,Indonesia,false
NCT01980875,PHASE3,TERMINATED,2015,Australia,false
NCT01980875,PHASE3,TERMINATED,2015,Belgium,false
NCT01980875,PHASE3,TERMINATED,2015,Canada,false
NCT01980875,PHASE3,TERMINATED,2015,France,false
NCT01980875,PHASE3,TERMINATED,2015,Poland,false
NCT01980875,PHASE3,TERMINATED,2015,Spain,false
NCT01980875,PHASE3,TERMINATED,2015,United Kingdom,true
NCT01980875,PHASE3,TERMINATED,2015,United States,false
NCT01984827,PHASE1,COMPLETED,2019,United Kingdom,true
NCT01992211,PHASE1,COMPLETED,2016,South Korea,false
NCT01994967,PHASE3,WITHDRAWN,2016,Brazil,false
NCT01996358,NA,SUSPENDED,2015,Germany,false
NCT01998542,PHASE2,COMPLETED,2016,Thailand,false
NCT02003144,PHASE3,COMPLETED,2015,Argentina,false
NCT02003144,PHASE3,COMPLETED,2015,Australia,false
NCT02003144,PHASE3,COMPLETED,2015,Canada,false
NCT02003144,PHASE3,COMPLETED,2015,Colombia,false
NCT02003144,PHASE3,COMPLETED,2015,Croatia,false
NCT02003144,PHASE3,COMPLETED,2015,Czechia,false
NCT02003144,PHASE3,COMPLETED,2015,Denmark,false
NCT02003144,PHASE3,COMPLETED,2015,Germany,false
NCT02003144,PHASE3,COMPLETED,2015,Hong Kong,false
NCT02003144,PHASE3,COMPLETED,2015,Italy,false
NCT02003144,PHASE3,COMPLETED,2015,Japan,false
NCT02003144,PHASE3,COMPLETED,2015,Malaysia,false
NCT02003144,PHASE3,COMPLETED,2015,Russia,false
NCT02003144,PHASE3,COMPLETED,2015,South Korea,false
NCT02003144,PHASE3,COMPLETED,2015,Spain,false
NCT02003144,PHASE3,COMPLETED,2015,Taiwan,false
NCT02003144,PHASE3,COMPLETED,2015,Thailand,false
NCT02003144,PHASE3,COMPLETED,2015,Turkey (Türkiye),false
NCT02003144,PHASE3,COMPLETED,2015,United Kingdom,true
NCT02003144,PHASE3,COMPLETED,2015,United States,false
NCT02004626,PHASE3,WITHDRAWN,2015,Brazil,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Argentina,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Australia,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Belgium,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Brazil,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Bulgaria,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Chile,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,France,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Germany,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Italy,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Japan,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Netherlands,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Portugal,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Spain,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Tunisia,false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,Turkey (Türkiye),false
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,United Kingdom,true
NCT02004691,PHASE2/PHASE3,COMPLETED,2015,United States,false
NCT02012959,PHASE3,TERMINATED,2015,Italy,false
NCT02012959,PHASE3,TERMINATED,2015,United Kingdom,true
NCT02012959,PHASE3,TERMINATED,2015,United States,false
NCT02018861,PHASE1/PHASE2,COMPLETED,2016,United States,false
NCT02020278,PHASE3,TERMINATED,2016,Belgium,false
NCT02020278,PHASE3,TERMINATED,2016,Czechia,false
NCT02020278,PHASE3,TERMINATED,2016,Germany,false
NCT02020278,PHASE3,TERMINATED,2016,Italy,false
NCT02020278,PHASE3,TERMINATED,2016,Romania,false
NCT02020278,PHASE3,TERMINATED,2016,Spain,false
NCT02020278,PHASE3,TERMINATED,2016,United Kingdom,true
NCT02020278,PHASE3,TERMINATED,2016,United States,false
NCT02024581,PHASE2,TERMINATED,2016,United States,false
NCT02026271,PHASE1,COMPLETED,2015,United States,false
NCT02033616,PHASE2,UNKNOWN,2017,United States,false
NCT02034786,PHASE1,UNKNOWN,2015,Brazil,false
NCT02035358,PHASE1,COMPLETED,2015,United States,false
NCT02047019,PHASE3,WITHDRAWN,2017,Italy,false
NCT02056015,PHASE1,COMPLETED,2015,Mexico,false
NCT02056015,PHASE1,COMPLETED,2015,United States,false
NCT02056574,PHASE2,WITHDRAWN,2015,Canada,false
NCT02056574,PHASE2,WITHDRAWN,2015,United States,false
NCT02057159,PHASE2/PHASE3,UNKNOWN,2020,United States,false
NCT02060721,PHASE2,COMPLETED,2015,Belgium,false
NCT02060721,PHASE2,COMPLETED,2015,China,false
NCT02060721,PHASE2,COMPLETED,2015,Czechia,false
NCT02060721,PHASE2,COMPLETED,2015,France,false
NCT02060721,PHASE2,COMPLETED,2015,Germany,false
NCT02060721,PHASE2,COMPLETED,2015,Hungary,false
NCT02060721,PHASE2,COMPLETED,2015,Lithuania,false
NCT02060721,PHASE2,COMPLETED,2015,Mexico,false
NCT02060721,PHASE2,COMPLETED,2015,Poland,false
NCT02060721,PHASE2,COMPLETED,2015,Russia,false
NCT02060721,PHASE2,COMPLETED,2015,Switzerland,false
NCT02060721,PHASE2,COMPLETED,2015,Thailand,false
NCT02060721,PHASE2,COMPLETED,2015,Turkey (Türkiye),false
NCT02060721,PHASE2,COMPLETED,2015,Ukraine,false
NCT02060721,PHASE2,COMPLETED,2015,United Kingdom,true
NCT02064881,PHASE2/PHASE3,UNKNOWN,2015,Mexico,false
NCT02073682,PHASE3,COMPLETED,2015,Belgium,false
NCT02073682,PHASE3,COMPLETED,2015,France,false
NCT02073682,PHASE3,COMPLETED,2015,Hungary,false
NCT02073682,PHASE3,COMPLETED,2015,Italy,false
NCT02073682,PHASE3,COMPLETED,2015,Netherlands,false
NCT02073682,PHASE3,COMPLETED,2015,United States,false
NCT02074150,PHASE1/PHASE2,UNKNOWN,2016,United States,false
NCT02074163,PHASE1/PHASE2,UNKNOWN,2016,United States,false
NCT02074293,PHASE1/PHASE2,UNKNOWN,2016,United States,false
NCT02076412,PHASE3,COMPLETED,2015,Austria,false
NCT02076412,PHASE3,COMPLETED,2015,Bulgaria,false
NCT02076412,PHASE3,COMPLETED,2015,Czechia,false
NCT02076412,PHASE3,COMPLETED,2015,Germany,false
NCT02076412,PHASE3,COMPLETED,2015,Norway,false
NCT02076412,PHASE3,COMPLETED,2015,Poland,false
NCT02076412,PHASE3,COMPLETED,2015,Romania,false
NCT02076412,PHASE3,COMPLETED,2015,Spain,false
NCT02076412,PHASE3,COMPLETED,2015,United States,false
NCT02080364,PHASE3,TERMINATED,2015,Australia,false
NCT02080364,PHASE3,TERMINATED,2015,Canada,false
NCT02080364,PHASE3,TERMINATED,2015,Ireland,false
NCT02080364,PHASE3,TERMINATED,2015,New Zealand,false
NCT02080364,PHASE3,TERMINATED,2015,South Africa,false
NCT02080364,PHASE3,TERMINATED,2015,United Kingdom,true
NCT02080364,PHASE3,TERMINATED,2015,United States,false
NCT02081391,PHASE3,COMPLETED,2015,Bulgaria,false
NCT02081391,PHASE3,COMPLETED,2015,Croatia,false
NCT02081391,PHASE3,COMPLETED,2015,Czechia,false
NCT02081391,PHASE3,COMPLETED,2015,France,false
NCT02081391,PHASE3,COMPLETED,2015,Germany,false
NCT02081391,PHASE3,COMPLETED,2015,Hungary,false
NCT02081391,PHASE3,COMPLETED,2015,Poland,false
NCT02081391,PHASE3,COMPLETED,2015,Spain,false
NCT02081391,PHASE3,COMPLETED,2015,United Kingdom,true
NCT02081391,PHASE3,COMPLETED,2015,United States,false
NCT02082665,PHASE1,COMPLETED,2015,Spain,false
NCT02082665,PHASE1,COMPLETED,2015,United States,false
NCT02084628,PHASE3,TERMINATED,2015,United States,false
NCT02091375,PHASE3,COMPLETED,2015,France,false
NCT02091375,PHASE3,COMPLETED,2015,Poland,false
NCT02091375,PHASE3,COMPLETED,2015,United Kingdom,true
NCT02091375,PHASE3,COMPLETED,2015,United States,false
NCT02097849,PHASE2,COMPLETED,2015,United States,false
NCT02099695,PHASE3,WITHDRAWN,2015,Brazil,false
NCT02101554,PHASE4,TERMINATED,2015,United States,false
NCT02104427,PHASE2,COMPLETED,2015,United States,false
NCT02106364,PHASE3,WITHDRAWN,2015,United States,false
NCT02106572,PHASE3,TERMINATED,2015,Egypt,false
NCT02106572,PHASE3,TERMINATED,2015,Germany,false
NCT02109653,PHASE2,WITHDRAWN,2015,United States,false
NCT02112097,PHASE1/PHASE2,UNKNOWN,2016,United States,false
NCT02112578,PHASE3,COMPLETED,2016,Brazil,false
NCT02115386,PHASE3,TERMINATED,2015,Russia,false
NCT02115997,PHASE4,COMPLETED,2015,India,false
NCT02116010,PHASE1/PHASE2,UNKNOWN,2015,Belgium,false
NCT02116010,PHASE1/PHASE2,UNKNOWN,2015,France,false
NCT02116010,PHASE1/PHASE2,UNKNOWN,2015,Switzerland,false
NCT02117713,PHASE2,COMPLETED,2015,Canada,false
NCT02117713,PHASE2,COMPLETED,2015,United States,false
NCT02118714,PHASE2,COMPLETED,2015,Germany,false
NCT02118714,PHASE2,COMPLETED,2015,Italy,false
NCT02118714,PHASE2,COMPLETED,2015,Spain,false
NCT02118714,PHASE2,COMPLETED,2015,United States,false
NCT02121262,PHASE3,COMPLETED,2016,China,false
NCT02121262,PHASE3,COMPLETED,2016,Philippines,false
NCT02123615,PHASE1/PHASE2,UNKNOWN,2016,United States,false
NCT02124772,PHASE1/PHASE2,COMPLETED,2015,Australia,false
NCT02124772,PHASE1/PHASE2,COMPLETED,2015,Canada,false
NCT02124772,PHASE1/PHASE2,COMPLETED,2015,France,false
NCT02124772,PHASE1/PHASE2,COMPLETED,2015,United Kingdom,true
NCT02124772,PHASE1/PHASE2,COMPLETED,2015,United States,false
NCT02137226,PHASE3,COMPLETED,2015,Bulgaria,false
NCT02137226,PHASE3,COMPLETED,2015,Chile,false
NCT02137226,PHASE3,COMPLETED,2015,Estonia,false
NCT02137226,PHASE3,COMPLETED,2015,Germany,false
NCT02137226,PHASE3,COMPLETED,2015,Hungary,false
NCT02137226,PHASE3,COMPLETED,2015,Malaysia,false
NCT02137226,PHASE3,COMPLETED,2015,New Zealand,false
NCT02137226,PHASE3,COMPLETED,2015,Poland,false
NCT02137226,PHASE3,COMPLETED,2015,Russia,false
NCT02137226,PHASE3,COMPLETED,2015,Serbia,false
NCT02137226,PHASE3,COMPLETED,2015,South Korea,false
NCT02137226,PHASE3,COMPLETED,2015,Spain,false
NCT02137226,PHASE3,COMPLETED,2015,Thailand,false
NCT02137226,PHASE3,COMPLETED,2015,Ukraine,false
NCT02137226,PHASE3,COMPLETED,2015,United States,false
NCT02137239,PHASE2,COMPLETED,2015,Argentina,false
NCT02137239,PHASE2,COMPLETED,2015,United States,false
NCT02140411,PHASE4,COMPLETED,2015,Chile,false
NCT02141204,PHASE3,COMPLETED,2019,India,false
NCT02145988,PHASE2/PHASE3,TERMINATED,2015,Indonesia,false
NCT02146664,PHASE2/PHASE3,WITHDRAWN,2015,Indonesia,false
NCT02148705,PHASE3,COMPLETED,2015,Belgium,false
NCT02148705,PHASE3,COMPLETED,2015,Czechia,false
NCT02148705,PHASE3,COMPLETED,2015,Georgia,false
NCT02148705,PHASE3,COMPLETED,2015,Germany,false
NCT02148705,PHASE3,COMPLETED,2015,Israel,false
NCT02148705,PHASE3,COMPLETED,2015,Italy,false
NCT02148705,PHASE3,COMPLETED,2015,Romania,false
NCT02148705,PHASE3,COMPLETED,2015,United States,false
NCT02149706,PHASE2,UNKNOWN,2020,United States,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Belgium,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Bulgaria,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Chile,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,France,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Germany,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Hungary,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Italy,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Portugal,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,Spain,false
NCT02151682,PHASE2/PHASE3,COMPLETED,2015,United Kingdom,true
NCT02153112,PHASE2,COMPLETED,2015,Colombia,false
NCT02153112,PHASE2,COMPLETED,2015,Finland,false
NCT02153112,PHASE2,COMPLETED,2015,Panama,false
NCT02153541,PHASE2,UNKNOWN,2023,United States,false
NCT02159053,PHASE3,COMPLETED,2015,Australia,false
NCT02159053,PHASE3,COMPLETED,2015,Austria,false
NCT02159053,PHASE3,COMPLETED,2015,Bulgaria,false
NCT02159053,PHASE3,COMPLETED,2015,Canada,false
NCT02159053,PHASE3,COMPLETED,2015,Czechia,false
NCT02159053,PHASE3,COMPLETED,2015,Denmark,false
NCT02159053,PHASE3,COMPLETED,2015,Finland,false
NCT02159053,PHASE3,COMPLETED,2015,Germany,false
NCT02159053,PHASE3,COMPLETED,2015,Greece,false
NCT02159053,PHASE3,COMPLETED,2015,Italy,false
NCT02159053,PHASE3,COMPLETED,2015,Netherlands,false
NCT02159053,PHASE3,COMPLETED,2015,Norway,false
NCT02159053,PHASE3,COMPLETED,2015,Poland,false
NCT02159053,PHASE3,COMPLETED,2015,Russia,false
NCT02159053,PHASE3,COMPLETED,2015,Slovakia,false
NCT02159053,PHASE3,COMPLETED,2015,Spain,false
NCT02159053,PHASE3,COMPLETED,2015,Switzerland,false
NCT02159053,PHASE3,COMPLETED,2015,United Kingdom,true
NCT02159053,PHASE3,COMPLETED,2015,United States,false
NCT02164461,PHASE1,COMPLETED,2015,United States,false
NCT02174094,PHASE3,WITHDRAWN,2015,Mexico,false
NCT02174094,PHASE3,WITHDRAWN,2015,United States,false
NCT02174419,PHASE2/PHASE3,COMPLETED,2015,Germany,false
NCT02174419,PHASE2/PHASE3,COMPLETED,2015,Poland,false
NCT02174419,PHASE2/PHASE3,COMPLETED,2015,United States,false
NCT02174432,PHASE2/PHASE3,COMPLETED,2015,Germany,false
NCT02177136,PHASE2,COMPLETED,2015,Italy,false
NCT02177136,PHASE2,COMPLETED,2015,United States,false
NCT02178592,PHASE3,COMPLETED,2015,Argentina,false
NCT02178592,PHASE3,COMPLETED,2015,Brazil,false
NCT02178592,PHASE3,COMPLETED,2015,Mexico,false
NCT02178592,PHASE3,COMPLETED,2015,Peru,false
NCT02178592,PHASE3,COMPLETED,2015,Russia,false
NCT02178592,PHASE3,COMPLETED,2015,South Africa,false
NCT02178592,PHASE3,COMPLETED,2015,Thailand,false
NCT02184455,PHASE1,COMPLETED,2016,Canada,false
NCT02184611,PHASE3,COMPLETED,2016,China,false
NCT02184611,PHASE3,COMPLETED,2016,South Korea,false
NCT02186145,PHASE3,UNKNOWN,2016,Brazil,false
NCT02186977,PHASE1,COMPLETED,2016,Belgium,false
NCT02187003,PHASE3,COMPLETED,2015,Canada,false
NCT02187003,PHASE3,COMPLETED,2015,United States,false
NCT02187367,PHASE3,TERMINATED,2015,Bulgaria,false
NCT02187367,PHASE3,TERMINATED,2015,Czechia,false
NCT02187367,PHASE3,TERMINATED,2015,Georgia,false
NCT02187367,PHASE3,TERMINATED,2015,Germany,false
NCT02187367,PHASE3,TERMINATED,2015,Malaysia,false
NCT02187367,PHASE3,TERMINATED,2015,Philippines,false
NCT02187367,PHASE3,TERMINATED,2015,Poland,false
NCT02187367,PHASE3,TERMINATED,2015,Romania,false
NCT02187367,PHASE3,TERMINATED,2015,Spain,false
NCT02187367,PHASE3,TERMINATED,2015,Thailand,false
NCT02187367,PHASE3,TERMINATED,2015,United Kingdom,true
NCT02187471,PHASE3,COMPLETED,2015,Argentina,false
NCT02187471,PHASE3,COMPLETED,2015,Austria,false
NCT02187471,PHASE3,COMPLETED,2015,Belarus,false
NCT02187471,PHASE3,COMPLETED,2015,Belgium,false
NCT02187471,PHASE3,COMPLETED,2015,Chile,false
NCT02187471,PHASE3,COMPLETED,2015,Colombia,false
NCT02187471,PHASE3,COMPLETED,2015,Israel,false
NCT02187471,PHASE3,COMPLETED,2015,Mexico,false
NCT02187471,PHASE3,COMPLETED,2015,Poland,false
NCT02187471,PHASE3,COMPLETED,2015,Portugal,false
NCT02187471,PHASE3,COMPLETED,2015,Slovenia,false
NCT02187471,PHASE3,COMPLETED,2015,Spain,false
NCT02187471,PHASE3,COMPLETED,2015,Switzerland,false
NCT02187471,PHASE3,COMPLETED,2015,United States,false
NCT02187809,PHASE3,TERMINATED,2015,Mexico,false
NCT02187809,PHASE3,TERMINATED,2015,United States,false
NCT02187991,PHASE2,COMPLETED,2015,United States,false
NCT02189239,PHASE4,COMPLETED,2015,Switzerland,false
NCT02189629,PHASE3,COMPLETED,2015,Czechia,false
NCT02189629,PHASE3,COMPLETED,2015,Germany,false
NCT02189629,PHASE3,COMPLETED,2015,Hungary,false
NCT02189629,PHASE3,COMPLETED,2015,United States,false
NCT02190721,PHASE2,COMPLETED,2015,Bulgaria,false
NCT02190721,PHASE2,COMPLETED,2015,Croatia,false
NCT02190721,PHASE2,COMPLETED,2015,Hungary,false
NCT02190721,PHASE2,COMPLETED,2015,Poland,false
NCT02190721,PHASE2,COMPLETED,2015,Romania,false
NCT02190721,PHASE2,COMPLETED,2015,Russia,false
NCT02190721,PHASE2,COMPLETED,2015,Ukraine,false
NCT02190721,PHASE2,COMPLETED,2015,United States,false
NCT02191397,PHASE3,COMPLETED,2015,China,false
NCT02193360,PHASE1/PHASE2,UNKNOWN,2015,Netherlands,false
NCT02193360,PHASE1/PHASE2,UNKNOWN,2015,United Kingdom,true
NCT02194751,PHASE2,UNKNOWN,2021,United States,false
NCT02194933,PHASE3,COMPLETED,2015,United States,false
NCT02194985,PHASE3,COMPLETED,2015,Argentina,false
NCT02194985,PHASE3,COMPLETED,2015,Australia,false
NCT02194985,PHASE3,COMPLETED,2015,Austria,false
NCT02194985,PHASE3,COMPLETED,2015,Belgium,false
NCT02194985,PHASE3,COMPLETED,2015,Brazil,false
NCT02194985,PHASE3,COMPLETED,2015,Canada,false
NCT02194985,PHASE3,COMPLETED,2015,Denmark,false
NCT02194985,PHASE3,COMPLETED,2015,Egypt,false
NCT02194985,PHASE3,COMPLETED,2015,France,false
NCT02194985,PHASE3,COMPLETED,2015,Italy,false
NCT02194985,PHASE3,COMPLETED,2015,Japan,false
NCT02194985,PHASE3,COMPLETED,2015,Spain,false
NCT02194985,PHASE3,COMPLETED,2015,Turkey (Türkiye),false
NCT02194985,PHASE3,COMPLETED,2015,United Kingdom,true
NCT02194985,PHASE3,COMPLETED,2015,United States,false
NCT02195518,PHASE4,COMPLETED,2015,China,false
NCT02198651,PHASE4,COMPLETED,2015,Australia,false
NCT02198651,PHASE4,COMPLETED,2015,Austria,false
NCT02198651,PHASE4,COMPLETED,2015,Canada,false
NCT02198651,PHASE4,COMPLETED,2015,France,false
NCT02198651,PHASE4,COMPLETED,2015,Germany,false
NCT02198651,PHASE4,COMPLETED,2015,Greece,false
NCT02198651,PHASE4,COMPLETED,2015,Hungary,false
NCT02198651,PHASE4,COMPLETED,2015,Ireland,false
NCT02198651,PHASE4,COMPLETED,2015,Italy,false
NCT02198651,PHASE4,COMPLETED,2015,Netherlands,false
NCT02198651,PHASE4,COMPLETED,2015,Spain,false
NCT02198651,PHASE4,COMPLETED,2015,Sweden,false
NCT02198651,PHASE4,COMPLETED,2015,United Kingdom,true
NCT02198651,PHASE4,COMPLETED,2015,United States,false
NCT02200718,PHASE1,UNKNOWN,2020,United States,false
NCT02200757,PHASE2,COMPLETED,2015,Hungary,false
NCT02200757,PHASE2,COMPLETED,2015,Spain,false
NCT02200757,PHASE2,COMPLETED,2015,United States,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Australia,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Bulgaria,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Canada,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Colombia,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Czechia,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Estonia,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Germany,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Hong Kong,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Hungary,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Israel,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Japan,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Mexico,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Moldova,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,New Zealand,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Peru,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Poland,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Russia,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Serbia,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,South Africa,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,South Korea,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Spain,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Taiwan,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Thailand,false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,Turkey (Türkiye),false
NCT02200770,PHASE2/PHASE3,COMPLETED,2015,United States,false
NCT02201381,PHASE3,WITHDRAWN,2022,United Kingdom,true
NCT02203812,PHASE3,COMPLETED,2015,India,false
NCT02203825,PHASE1,COMPLETED,2015,United States,false
NCT02204371,PHASE2,TERMINATED,2015,Canada,false
NCT02204371,PHASE2,TERMINATED,2015,United States,false
NCT02211014,PHASE1,COMPLETED,2015,United Kingdom,true
NCT02211014,PHASE1,COMPLETED,2015,United States,false
